Oportunidade: Nº da Oportunidade;Empresa;Data de criação;Data de envio proposta;Data de Fechada e Ganha;Data da última modificação;Valor;Fase Comercial;Nome de Nova Venda;Finalidade;Origem;Departamento(s) da oportunidade;Motivo Perdido;Tipo de venda;ERP;Forma de Pagamento;Observações;SKU;Quantidade de itens da cotação;Vendedor
988519;1900;17/01/2023;17/01/2023;;01/02/2023;262199,05;Fechada e Perdida;NV - 0031403;Revenda;Caixa On;PCS;Cliente - Preço;Cotação;;Boleto;"Notebook Asus Intel Core i5-1035G1 8GB 256GB SSD Linux 15,6"" Cinza X515JA-EJ1792";;95;C
988520;5363;17/01/2023;17/01/2023;;30/01/2023;34500;Fechada e Perdida;NV - 0031404;Uso e consumo;Caixa Off;"ELETROPORTÁTEIS; MÓVEIS - ESCRITÓRIO";Cliente - Não informado / sem retorno;Cotação;;Boleto;diversos;;74;L
988518;1175;17/01/2023;17/01/2023;;01/02/2023;199795;Fechada e Perdida;NV - 0031402;Revenda;Caixa On;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Smartphone Moto G22 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 16MP - Preto;;155;C
988543;4759;17/01/2023;17/01/2023;23/01/2023;24/01/2023;4500;Fechada e Ganha;NV - 0031409;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Cotação;;Faturado;Refrigerador Vertical Gelopar GPTU-40 Branco 414L 220V;;2;T
988524;5364;17/01/2023;17/01/2023;;01/02/2023;112475;Fechada e Perdida;NV - 0031406;Revenda;Caixa On;CONSOLES & GAMES;Cliente - Preço;Cotação;;Boleto;Controle Sony Dualsense Playstation 5 - PS5;;250;C
988620;4014;18/01/2023;17/01/2023;23/01/2023;23/01/2023;179,98;Fechada e Perdida;NV - 0031445;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Teclado e Mouse MK120 - Logitech;124400348;2;S
988512;5263;17/01/2023;17/01/2023;;01/02/2023;9500;Fechada e Perdida;NV - 0031398;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Faturado;Galaxy S22 ultra 256;;1;L
988591;5365;17/01/2023;17/01/2023;;30/01/2023;31000;Fechada e Perdida;NV - 0031428;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;Notebook Lenovo Ideapad 3i Intel Core i5-1135G7 8GB;;11;L
988557;1284;17/01/2023;17/01/2023;;01/02/2023;233940;Fechada e Perdida;NV - 0031412;Revenda;Caixa Off;TELEFONIA;Cliente - Preço;Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Preto;;60;C
988564;4979;17/01/2023;17/01/2023;14/02/2023;14/02/2023;155;Fechada e Perdida;NV - 0031418;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;Cliente - Desistência da compra;Cotação;;Faturado;-;;1;F
988562;485;17/01/2023;17/01/2023;17/01/2023;17/01/2023;49610;Fechada e Ganha;NV - 0031417;Revenda;Caixa Off;CONSOLES & GAMES;;Cotação;;Faturado;Controle sem Fio Dualsense PS5;;130;C
988563;99;17/01/2023;17/01/2023;17/01/2023;17/01/2023;9500;Fechada e Ganha;NV - 0031422;;Caixa Off;;;Cotação;;Faturado;"Tv 43'; lavadora; Tv 32'";;3;P
988521;5276;17/01/2023;17/01/2023;;01/02/2023;109900;Fechada e Perdida;NV - 0031405;Revenda;Caixa On;TELEFONIA;Cliente - Preço;Cotação;;Boleto;"Smartphone Samsung Galaxy A13 128GB 4GB de RAM 4G Tela 6.6"" - Branco";;100;C
988539;5090;17/01/2023;17/01/2023;;01/02/2023;20000;Fechada e Perdida;NV - 0031408;Uso e consumo;Caixa Off;"CINE & FOTO; INFORMÁTICA E ACESSÓRIOS";Cliente - Não informado / sem retorno;Cotação;;Faturado;;;20;L
988373;5366;16/01/2023;17/01/2023;;20/01/2023;5620;Fechada e Perdida;NV - 0031388;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;Purificador de Água Pure 4x Electrolux Branco PE12B Bivolt;;9;P
988618;4014;18/01/2023;17/01/2023;23/01/2023;23/01/2023;2247,58;Fechada e Perdida;NV - 0031444;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Monitor Samsung 27 LED Curvo Wide Full HD HDMI/VGA FreeSync;133321730;2;S
988569;3575;17/01/2023;17/01/2023;;01/02/2023;2600;Fechada e Perdida;NV - 0031421;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;ventilador de coluna;;14;L
988616;4014;18/01/2023;17/01/2023;23/01/2023;23/01/2023;1848,19;Fechada e Perdida;NV - 0031443;Uso e consumo;Caixa Off;TABLETS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Tablet Galaxy Tab A8 4G;4638018613;1;S
988323;4;16/01/2023;17/01/2023;;20/01/2023;2800;Fechada e Perdida;NV - 0031376;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Faturado;"Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB R...";;2;P
988592;3552;17/01/2023;17/01/2023;;24/01/2023;1160;Fechada e Perdida;NV - 0031429;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Smartphone Motorola Moto G22 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 16MP - Azul;;1;T
988590;3552;17/01/2023;17/01/2023;01/02/2023;01/02/2023;3700;Fechada e Perdida;NV - 0031427;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;"Notebook Dell Inspiron I15-i1100-A40P Intel Core i5 8GB 256GB SSD W11 15.6"" Preto";;1;T
988621;4014;18/01/2023;17/01/2023;23/01/2023;23/01/2023;639,96;Fechada e Perdida;NV - 0031557;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Mop Giratorio com Pano/Esfregão Microfib;;;S
988587;4666;17/01/2023;17/01/2023;17/01/2023;17/01/2023;973,59;Fechada e Ganha;NV - 0031426;Uso e consumo;Caixa Off;PAPELARIA;;Catálogo;Smarkets;Faturado;Fita de Empacotamento 3M Scotch Hot Melt Marrom 45mmx45m - 4 Rolos;;;S
988580;3244;17/01/2023;17/01/2023;;01/02/2023;1500;Fechada e Perdida;NV - 0031424;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;lava loucas, micro ondas;;2;L
988748;166;18/01/2023;18/01/2023;02/02/2023;02/02/2023;8834,95;Fechada e Ganha;NV - 0031462;Uso e consumo;Plataformas;ELETRODOMESTICOS;;Cotação;SAP Ariba;Faturado;Micro-ondas Electrolux MTO30 20L Branco - 110v;;15;E
988614;5367;18/01/2023;18/01/2023;;01/02/2023;20009;Fechada e Perdida;NV - 0031442;Revenda;Caixa On;PC GAMER;Cliente - Preço;Cotação;;Boleto;"Monitor Uhd Samsung 32"", 4k, Hdmi, Display Port, Freesync, Preto, Série Uj59";;11;C
988724;5368;18/01/2023;18/01/2023;;01/02/2023;48677;Fechada e Perdida;NV - 0031458;Revenda;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Preço;Cotação;;Boleto;Impressora Térmica Epson TM-T20X Serial/USB;;70;C
988898;4014;19/01/2023;18/01/2023;;01/02/2023;129,98;Cotando;NV - 0031478;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;;Catálogo;SAP Ariba;Faturado;Pilha Alcalina AA Pequena Duracell - 16 Unidades;2508209614;2;O
988345;5091;16/01/2023;18/01/2023;;27/01/2023;3868,98;Fechada e Perdida;NV - 0031381;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;Freezer Horizontal Consul 2 Portas CHB53 Branco 534L - 220v;;1;L
988593;726;17/01/2023;18/01/2023;;24/01/2023;20000;Fechada e Perdida;NV - 0031430;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Smartphone Samsung Galaxy A52 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Quádrupla + Selfie 32MP - Branco;;11;Q
988870;4014;19/01/2023;18/01/2023;23/01/2023;23/01/2023;3723,5;Fechada e Perdida;NV - 0031558;Uso e consumo;Caixa Off;TABLETS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Tablet Galaxy Tab A8 4G;;;S
988670;378;18/01/2023;18/01/2023;;02/03/2023;3130,32;Fechada e Perdida;NV - 0031448;Uso e consumo;Plataformas;ELETRODOMESTICOS;B2W - Limite de Crédito;Cotação;COUPA;Faturado;bebedouro/ Cafeteira/Microondas;;7;E
988362;5369;16/01/2023;18/01/2023;;19/01/2023;4000;Fechada e Perdida;NV - 0031383;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;Monitor e teclado;;10;P
988863;4014;19/01/2023;18/01/2023;23/01/2023;23/01/2023;449,97;Fechada e Perdida;NV - 0031473;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Pendrive Multilaser PD853 Diamond 128GB;4751263602;3;S
988604;4339;18/01/2023;18/01/2023;23/01/2023;24/01/2023;13990;Fechada e Ganha;NV - 0031435;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy M53 5G 128GB 5G Wi-Fi Tela 6.7'' Dual Chip 8GB RAM Câmera + Selfie 32MP - Azul;;10;Q
988603;5370;18/01/2023;18/01/2023;;01/02/2023;7000;Fechada e Perdida;NV - 0031434;;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;maquina de lavar 12 e 14 kg;;3;L
988602;4;18/01/2023;18/01/2023;18/01/2023;18/01/2023;477;Fechada e Ganha;NV - 0031433;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;3;M
988765;5371;18/01/2023;18/01/2023;30/01/2023;30/01/2023;3552,06;Fechada e Perdida;NV - 0031463;Uso e consumo;Plataformas;TELEFONIA;Cliente - Desistência da compra;;Nimbi;Boleto;iphone 11;;;F
988611;3309;18/01/2023;18/01/2023;03/02/2023;03/02/2023;5000;Fechada e Ganha;NV - 0031440;Uso e consumo;Caixa Off;ELETRONICOS (TVs);;Cotação;;Faturado;tv;;1;L
988687;5372;18/01/2023;18/01/2023;;01/02/2023;11601;Fechada e Perdida;NV - 0031452;Revenda;Caixa Off;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Smartphone Moto G22 128GB 4G;;10;C
988686;5373;18/01/2023;18/01/2023;;30/01/2023;70000;Fechada e Perdida;NV - 0031453;Uso e consumo;Caixa Off;"ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Não informado / sem retorno;Cotação;;Boleto;tv 32/ maquina de lavar roupa 9kg;;40;L
988652;1284;18/01/2023;18/01/2023;;01/02/2023;8792;Fechada e Perdida;NV - 0031447;Revenda;Caixa Off;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G;;8;C
988860;4014;19/01/2023;18/01/2023;23/01/2023;23/01/2023;1519,96;Fechada e Perdida;NV - 0031469;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Monitor LED 19.5'' LG 20MK400H-B 1366;;;S
988676;5374;18/01/2023;18/01/2023;;01/02/2023;11985;Fechada e Perdida;NV - 0031449;Revenda;Caixa On;TELEFONIA;Cliente - Preço;Cotação;;Boleto;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6,5'';;15;C
988601;;18/01/2023;18/01/2023;18/01/2023;18/01/2023;3590;Fechada e Ganha;NV - 0031432;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;20;M
988597;4;18/01/2023;18/01/2023;18/01/2023;18/01/2023;795;Fechada e Ganha;NV - 0031431;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;5;M
988585;2928;17/01/2023;18/01/2023;;20/01/2023;113600;Fechada e Perdida;NV - 0031425;Uso e consumo;Caixa Off;"ELETRONICOS (TVs); TABLETS";Cliente - Não informado / sem retorno;Cotação;;Faturado;"Tablet Samsung Galaxy Tab S7 FE 128GB 4G Tela 12.4"" Android Octa-Core ...";;30;P
989006;5375;19/01/2023;19/01/2023;;24/01/2023;16861,19;Fechada e Perdida;NV - 0031492;Uso e consumo;Caixa Off;"ELETRODOMESTICOS; ELETRONICOS (TVs)";Cliente - Preço;Cotação;;Boleto;"Smart TV 50"" 4K LED TCL 50P635 VA Wi-Fi - Bluetooth HDR Google Assistente 3 HDMI 1 USB";;9;T
989009;5376;19/01/2023;19/01/2023;;13/02/2023;4000;Fechada e Perdida;NV - 0031493;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Não informado / sem retorno;Cotação;;Faturado;lavadora alta pressão;;4;L
988991;4243;19/01/2023;19/01/2023;;30/01/2023;95999,7;Fechada e Perdida;NV - 0031490;Uso e consumo;Caixa Off;PCS;Cliente - Preço;Cotação;;Faturado;"Notebook Samsung Intel Core i5-1135G7 8GB 256GB SSD W11 15,6"" NP550XDA...";;30;E
988559;3244;17/01/2023;19/01/2023;01/02/2023;01/02/2023;1400;Fechada e Perdida;NV - 0031415;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;"Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto";;1;T
989038;5377;19/01/2023;19/01/2023;;27/01/2023;2200;Cotando;NV - 0031498;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy M32 128GB 4G Wi-Fi Tela 6,4'' Dual Chip 6GB RAM Câmera Quadrupla + Selfie 20MP - Preto;;1;F
988558;5240;17/01/2023;19/01/2023;;20/01/2023;6000;Fechada e Perdida;NV - 0031414;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Faturado;Iphone 13;;1;P
988697;5378;18/01/2023;19/01/2023;;27/02/2023;2500;Fechada e Perdida;NV - 0031454;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3 AMD Ryzen 5 8GB 256GB SSD Linux 15.6"" Prata";;2;L
988871;5379;19/01/2023;19/01/2023;;01/02/2023;31517,7;Fechada e Perdida;NV - 0031475;Revenda;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";;10;C
988629;99;18/01/2023;19/01/2023;;01/02/2023;10000;Fechada e Perdida;NV - 0031446;Uso e consumo;Caixa Off;"ELETRODOMESTICOS; ELETROPORTÁTEIS";Cliente - Não informado / sem retorno;Cotação;;Faturado;diversos 220v;;;L
988683;532;18/01/2023;19/01/2023;;14/02/2023;10000;Fechada e Perdida;NV - 0031451;Uso e consumo;Caixa Off;"INFORMÁTICA E ACESSÓRIOS; TELEFONIA";Cliente - Não informado / sem retorno;Cotação;;Faturado;Monitor / Galaxy A03 / Iphone 11;;17;L
988567;5263;17/01/2023;19/01/2023;;24/01/2023;449,99;Fechada e Perdida;NV - 0031419;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;Impressora Multifuncional HP DeskJet Ink Advantage 2774 Impressão Cópia Digitalização Digitaliza PDF;;1;P
989103;485;19/01/2023;19/01/2023;19/01/2023;19/01/2023;165400;Fechada e Ganha;NV - 0031503;Revenda;Caixa Off;CONSOLES & GAMES;;Cotação;;Faturado;Controle Sony Dualsense Playstation 5 - PS5;;650;C
989097;4;19/01/2023;19/01/2023;19/01/2023;20/01/2023;318;Fechada e Ganha;NV - 0031502;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;2;M
989010;5137;19/01/2023;19/01/2023;02/02/2023;02/02/2023;2500;Fechada e Perdida;NV - 0031494;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In Controle Único Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k Tela Sem Limites Alexa Built In";;1;K
988610;2510;18/01/2023;19/01/2023;;24/01/2023;81767;Fechada e Perdida;NV - 0031439;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;"Panela Elétrica de Arroz Britânia; Cafeteira Elétrica Electrolux 15 Xícaras Efficient Ecm10; Churrasqueira Elétrica Cadence Grl860 Alta Grill; Sanduicheira e Grill Britânia; Aparador de pelos";;500;P
988612;5380;18/01/2023;19/01/2023;;01/02/2023;7000;Fechada e Perdida;NV - 0031441;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Não informado / sem retorno;Cotação;;Boleto;A13;;5;L
989034;5381;19/01/2023;19/01/2023;;01/02/2023;54000;Fechada e Perdida;NV - 0031497;Uso e consumo;Caixa Off;"ELETRONICOS (TVs); TABLETS";Cliente - Desistência da compra;Cotação;;Faturado;tv 55  / tablet A7;;19;L
988702;5382;18/01/2023;19/01/2023;;01/02/2023;5000;Fechada e Perdida;NV - 0031461;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Não informado / sem retorno;Cotação;;Boleto;"Notebook Acer Swift 3 Intel Core i5-1035G4 16GB 256GB SSD 14"" W10 SF314-57-57VY - Cinza";;3;L
989620;4014;23/01/2023;19/01/2023;23/01/2023;23/01/2023;259,96;Fechada e Perdida;NV - 0031567;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;Cliente - Desistência da compra;Catálogo;SAP Ariba;Faturado;Pilha Alcalina AAA Palito Duracell - 16;2508215918;4;S
988695;5383;18/01/2023;19/01/2023;;01/02/2023;37568,4;Fechada e Perdida;NV - 0031464;Revenda;Caixa Off;LIVROS;Cliente - Preço;Cotação;;Boleto;Livro - Box Os Bridgertons: Os 9 títulos da série + livro;;270;C
989120;;19/01/2023;19/01/2023;19/01/2023;19/01/2023;318;Fechada e Ganha;NV - 0031507;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;2;M
989119;;19/01/2023;19/01/2023;23/01/2023;23/01/2023;318;Fechada e Ganha;NV - 0031506;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;2;M
988866;3212;19/01/2023;19/01/2023;23/01/2023;24/01/2023;986;Fechada e Ganha;NV - 0031474;Uso e consumo;Caixa Off;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Azul;;3;T
988578;2331;17/01/2023;19/01/2023;;01/03/2023;800;Cotando;NV - 0031423;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Cotação;;Faturado;Micro Ondas Panasonic 32L Preto NN-ST66LBRUN 110v;;1;F
989051;2420;19/01/2023;19/01/2023;07/02/2023;08/02/2023;3157;Fechada e Perdida;NV - 0031499;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS?";;1;F
988856;5384;19/01/2023;19/01/2023;02/02/2023;08/02/2023;1000;Fechada e Perdida;NV - 0031467;Uso e consumo;Caixa Off;"ELETRODOMESTICOS; ELETROPORTÁTEIS";Cliente - Preço;Cotação;;Faturado;Aspirador De Agua E Pó Profissional Gt3000 1300W - 110V;;3;F
988862;4113;19/01/2023;19/01/2023;19/01/2023;19/01/2023;53850;Fechada e Ganha;NV - 0031471;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;300;M
989110;;19/01/2023;19/01/2023;19/01/2023;19/01/2023;954;Fechada e Ganha;NV - 0031505;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;6;M
988861;1284;19/01/2023;19/01/2023;;01/02/2023;18239,76;Fechada e Perdida;NV - 0031472;Revenda;Caixa Off;PC GAMER;Cliente - Preço;Cotação;;Boleto;"Monitor Gamer LG 23.8"" IPS 75Hz Full HD VESA FreeSync - 24MP400-B";;24;C
989091;488;19/01/2023;19/01/2023;;31/01/2023;8000;Fechada e Perdida;NV - 0031501;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Cotação;;Boleto;chaleira;;62;L
988849;4113;19/01/2023;19/01/2023;18/01/2023;19/01/2023;23335;Fechada e Ganha;NV - 0031465;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;130;M
988606;5385;18/01/2023;20/01/2023;;13/02/2023;7553,55;Fechada e Perdida;NV - 0031437;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Boleto;Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 110v;;5;E
989223;;20/01/2023;20/01/2023;20/01/2023;20/01/2023;1023,2;Fechada e Ganha;NV - 0031517;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;8;M
989174;5346;20/01/2023;20/01/2023;20/01/2023;20/01/2023;1530;Fechada e Ganha;NV - 0031510;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;5362100412;8;M
989161;5386;20/01/2023;20/01/2023;02/02/2023;02/02/2023;8600;Fechada e Perdida;NV - 0031509;Uso e consumo;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Preço;Cotação;;Boleto;"Cartão SSD; Monitor 27'; Tablet Philco PTB7SSG....";;4;H
988732;2558;18/01/2023;20/01/2023;;10/02/2023;2200;Fechada e Perdida;NV - 0031460;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;"Cafeteira Expresso Lov Vermelha Premium TRES - 110v; Frigobar Consul 117L CRC12 - 110V";;2;E
989307;;20/01/2023;20/01/2023;20/01/2023;20/01/2023;6522,9;Fechada e Ganha;NV - 0031527;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;51;M
989262;5387;20/01/2023;20/01/2023;20/01/2023;26/01/2023;318;Fechada e Ganha;NV - 0031522;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;2;M
989256;5388;20/01/2023;20/01/2023;;10/02/2023;1519,05;Fechada e Perdida;NV - 0031521;Uso e consumo;Caixa Off;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A11 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 3GB RAM Câmera Tripla + Selfie 8MP - Azul;;2;E
989221;;20/01/2023;20/01/2023;20/01/2023;20/01/2023;7180;Fechada e Ganha;NV - 0031515;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Chamex A4 75g Caixa com 10 Pacotes 500 folhas;4063540231;40;M
989003;2306;19/01/2023;20/01/2023;30/01/2023;30/01/2023;13987,56;Fechada e Ganha;NV - 0031491;Uso e consumo;Caixa Off;ELETROPORTÁTEIS;;Cotação;;Faturado;"Mixer; ; Fritadeira Air Frye; Batedeira;";;30;E
989204;;20/01/2023;20/01/2023;23/01/2023;23/01/2023;1440;Fechada e Ganha;NV - 0031513;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Sulfite HP Office A4 75g;5362100412;80;M
989205;;20/01/2023;20/01/2023;23/01/2023;23/01/2023;360;Fechada e Ganha;NV - 0031514;Uso e consumo;Caixa Off;PAPELARIA;;Cotação;;Faturado;Papel Sulfite HP Office A4 75g;5362100412;20;M
989225;5389;20/01/2023;20/01/2023;;10/02/2023;1995,91;Fechada e Perdida;NV - 0031518;Uso e consumo;Caixa Off;ELETRODOMESTICOS;Cliente - Desistência da compra;Cotação;;Faturado;Lava-Louças Brastemp BLF08BB 8 Serviços Branca;;1;E
989222;5390;20/01/2023;20/01/2023;;10/02/2023;2099,99;Fechada e Perdida;NV - 0031516;;Caixa Off;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Asus Intel Core i3-1005G1 4GB 256GB SSD W11 15,6"" Cinza X515JA-BR2750W (Cód. 4638020326)";;1;E
989182;5137;20/01/2023;20/01/2023;02/02/2023;02/02/2023;4699,99;Fechada e Perdida;NV - 0031511;Uso e consumo;Caixa Off;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;"Smart TV 55"" Tela Qled Samsung 4K 55Q70A Conversor Digital Wi-Fi Integrado Modo Game Som em Movimento Virtual Tela Sem Limites";;1;K
989680;4014;24/01/2023;20/01/2023;;01/02/2023;1477,97;Cotando;NV - 0031585;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Catálogo;SAP Ariba;Faturado;Frigobar Consul 117L CRC12 - 110V;119934628;1;O
989677;4014;24/01/2023;20/01/2023;;01/02/2023;1477,97;Cotando;NV - 0031583;Uso e consumo;Caixa Off;ELETRODOMESTICOS;;Catálogo;SAP Ariba;Faturado;Frigobar Consul 117L CRC12 - 110V;119934628;1;O
988706;5391;18/01/2023;20/01/2023;;07/02/2023;32122,34;Fechada e Perdida;NV - 0031456;Uso e consumo;Caixa Off;TELEFONIA;B2W - Limite de Crédito;Cotação;;Boleto;"Apple iPhone 13 5G 128GB - Azul; Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto.";;10;E
